"Chrom","Start","End","EnsID"
3,4728052,4964587,"ENSSTUG00000000129"
3,14232922,14241781,"ENSSTUG00000000130"
1,12483869,12484451,"ENSSTUG00000000131"
3,72716767,72722112,"ENSSTUG00000000132"
3,10099326,10100165,"ENSSTUG00000000133"
3,14243619,14252665,"ENSSTUG00000000134"
1,12489570,12491117,"ENSSTUG00000000135"
1,12491834,12493176,"ENSSTUG00000000136"
3,60810452,60835842,"ENSSTUG00000000137"
3,72726874,72734832,"ENSSTUG00000000138"
3,14257816,14258854,"ENSSTUG00000000139"
3,5510734,5520867,"ENSSTUG00000000140"
1,12494811,12505015,"ENSSTUG00000000141"
3,33138732,33150823,"ENSSTUG00000000142"
3,72743756,72748760,"ENSSTUG00000000143"
3,10114157,10127930,"ENSSTUG00000000144"
3,43636353,43680311,"ENSSTUG00000000145"
1,12517085,12518203,"ENSSTUG00000000146"
3,72775128,72776603,"ENSSTUG00000000147"
1,12541681,12543753,"ENSSTUG00000000148"
1,12571825,12800094,"ENSSTUG00000000149"
2,45504589,45527572,"ENSSTUG00000000150"
3,72777188,72785570,"ENSSTUG00000000151"
1,12800782,12802682,"ENSSTUG00000000152"
1,12810342,12811520,"ENSSTUG00000000153"
1,12833731,12841532,"ENSSTUG00000000154"
3,33152809,33394871,"ENSSTUG00000000155"
2,6290817,6406704,"ENSSTUG00000000156"
3,5614345,5879691,"ENSSTUG00000000157"
4,7069684,7098252,"ENSSTUG00000000158"
3,33406075,33413526,"ENSSTUG00000000159"
3,10131518,10166107,"ENSSTUG00000000160"
1,12847869,12915954,"ENSSTUG00000000161"
1,60077849,60089049,"ENSSTUG00000000162"
1,60107955,60122713,"ENSSTUG00000000163"
3,10198449,10199645,"ENSSTUG00000000164"
3,43683641,43684462,"ENSSTUG00000000165"
3,72792502,72809404,"ENSSTUG00000000166"
3,43697048,43704457,"ENSSTUG00000000167"
1,60126534,60130893,"ENSSTUG00000000168"
3,43714281,43720627,"ENSSTUG00000000169"
3,43823471,43850623,"ENSSTUG00000000170"
4,34021843,34107349,"ENSSTUG00000000171"
1,13123820,13124457,"ENSSTUG00000000172"
1,13131966,13138808,"ENSSTUG00000000173"
4,3294523,3342177,"ENSSTUG00000000174"
2,45524593,45558181,"ENSSTUG00000000175"
4,7107949,7134121,"ENSSTUG00000000176"
4,26783868,26803007,"ENSSTUG00000000177"
1,50118583,50128205,"ENSSTUG00000000178"
4,3296647,3325050,"ENSSTUG00000000179"
4,41794434,41800881,"ENSSTUG00000000180"
1,13139669,13143020,"ENSSTUG00000000181"
4,34117704,34118630,"ENSSTUG00000000182"
4,7139915,7146789,"ENSSTUG00000000183"
1,60132230,60137698,"ENSSTUG00000000184"
5,19915678,19939218,"ENSSTUG00000000185"
4,34344777,34395752,"ENSSTUG00000000186"
4,3296958,3304775,"ENSSTUG00000000187"
4,3342954,3346507,"ENSSTUG00000000188"
3,54126773,54142302,"ENSSTUG00000000189"
4,3346528,3353176,"ENSSTUG00000000190"
5,19963510,19964976,"ENSSTUG00000000191"
3,54133822,54134826,"ENSSTUG00000000192"
1,50145760,50148981,"ENSSTUG00000000193"
4,26830774,26831100,"ENSSTUG00000000194"
3,54145314,54146879,"ENSSTUG00000000195"
5,19969112,19971050,"ENSSTUG00000000196"
1,13140439,13140661,"ENSSTUG00000000197"
6,27840914,27844857,"ENSSTUG00000000198"
3,74544062,74553872,"ENSSTUG00000000199"
1,13141072,13141294,"ENSSTUG00000000200"
4,3356351,3368903,"ENSSTUG00000000201"
4,41802983,41810459,"ENSSTUG00000000202"
1,13141592,13141816,"ENSSTUG00000000203"
4,7186460,7192748,"ENSSTUG00000000204"
1,60142700,60181734,"ENSSTUG00000000205"
1,13142525,13142747,"ENSSTUG00000000206"
4,34375642,34376332,"ENSSTUG00000000207"
1,13472198,13474207,"ENSSTUG00000000208"
1,50149446,50157921,"ENSSTUG00000000209"
4,34482415,34517467,"ENSSTUG00000000210"
3,54184432,54196879,"ENSSTUG00000000211"
4,3370763,3378891,"ENSSTUG00000000212"
4,7193193,7193873,"ENSSTUG00000000213"
1,13877516,13880287,"ENSSTUG00000000214"
4,34517554,34523503,"ENSSTUG00000000215"
3,43860934,44002592,"ENSSTUG00000000216"
4,3387680,3391173,"ENSSTUG00000000217"
1,13900569,13903248,"ENSSTUG00000000218"
4,3391251,3396593,"ENSSTUG00000000219"
4,34542441,34602331,"ENSSTUG00000000220"
5,19975329,19986070,"ENSSTUG00000000221"
3,10472869,10503680,"ENSSTUG00000000222"
3,72850166,72861244,"ENSSTUG00000000223"
1,50160389,50165029,"ENSSTUG00000000224"
1,13906339,13916107,"ENSSTUG00000000225"
3,5680922,5682005,"ENSSTUG00000000226"
3,33414269,33434175,"ENSSTUG00000000227"
4,3408944,3415773,"ENSSTUG00000000228"
1,72838547,72843405,"ENSSTUG00000000229"
4,34615014,34618024,"ENSSTUG00000000230"
3,54197598,54200208,"ENSSTUG00000000231"
5,48235590,48238950,"ENSSTUG00000000232"
3,54200575,54202549,"ENSSTUG00000000233"
1,50165093,50173609,"ENSSTUG00000000234"
3,54206894,54207612,"ENSSTUG00000000235"
4,3417554,3440478,"ENSSTUG00000000236"
1,44510695,44519525,"ENSSTUG00000000237"
2,45563411,45563773,"ENSSTUG00000000238"
3,54222108,54239799,"ENSSTUG00000000239"
3,72911606,72933310,"ENSSTUG00000000240"
1,60192423,60200512,"ENSSTUG00000000241"
1,67915951,67922678,"ENSSTUG00000000242"
1,50174262,50178965,"ENSSTUG00000000243"
2,45564101,45586167,"ENSSTUG00000000244"
1,50360014,50460221,"ENSSTUG00000000245"
3,5911302,5957831,"ENSSTUG00000000246"
5,48256802,48432308,"ENSSTUG00000000247"
1,50518855,50535825,"ENSSTUG00000000248"
5,23616972,23657855,"ENSSTUG00000000249"
1,13918707,13934906,"ENSSTUG00000000250"
4,26842448,27060156,"ENSSTUG00000000251"
5,19987490,19990868,"ENSSTUG00000000252"
1,50584561,50606530,"ENSSTUG00000000253"
5,20009985,20026058,"ENSSTUG00000000254"
4,34660126,34740672,"ENSSTUG00000000255"
3,72959089,72962497,"ENSSTUG00000000256"
1,60206041,60223811,"ENSSTUG00000000257"
3,14261180,14289290,"ENSSTUG00000000258"
3,72963826,72974415,"ENSSTUG00000000259"
3,54353797,54472232,"ENSSTUG00000000260"
1,13934864,13966371,"ENSSTUG00000000261"
1,50624873,50640834,"ENSSTUG00000000262"
4,7195222,7401206,"ENSSTUG00000000263"
3,72974601,73041511,"ENSSTUG00000000264"
1,13969207,13980083,"ENSSTUG00000000265"
1,50650603,50656987,"ENSSTUG00000000266"
5,48269803,48273983,"ENSSTUG00000000267"
1,13982158,14017172,"ENSSTUG00000000268"
4,41818880,41866766,"ENSSTUG00000000269"
1,14021981,14025374,"ENSSTUG00000000270"
5,20024267,20039400,"ENSSTUG00000000271"
3,72988641,72988693,"ENSSTUG00000000272"
1,67924307,67947371,"ENSSTUG00000000273"
3,73041830,73050364,"ENSSTUG00000000274"
1,44562010,44588248,"ENSSTUG00000000275"
6,54026510,54029660,"ENSSTUG00000000276"
3,54493576,54493761,"ENSSTUG00000000277"
1,50657784,50664572,"ENSSTUG00000000278"
3,54502204,54508226,"ENSSTUG00000000279"
2,58756052,58764926,"ENSSTUG00000000280"
3,73052199,73054186,"ENSSTUG00000000281"
3,5959561,5963286,"ENSSTUG00000000282"
1,14152965,14193827,"ENSSTUG00000000283"
2,45616788,45745424,"ENSSTUG00000000284"
1,67949305,67956999,"ENSSTUG00000000285"
3,73058832,73060720,"ENSSTUG00000000286"
1,50667923,50684672,"ENSSTUG00000000287"
3,5963613,5978287,"ENSSTUG00000000288"
5,48289386,48291669,"ENSSTUG00000000289"
5,48315859,48317056,"ENSSTUG00000000290"
3,5986851,5996743,"ENSSTUG00000000291"
1,60231277,60247502,"ENSSTUG00000000292"
1,64566007,64577043,"ENSSTUG00000000293"
3,73061127,73071800,"ENSSTUG00000000294"
1,50701925,50749306,"ENSSTUG00000000295"
5,48326945,48329282,"ENSSTUG00000000296"
3,6079176,6114097,"ENSSTUG00000000297"
4,34781773,34793761,"ENSSTUG00000000298"
3,73073189,73083542,"ENSSTUG00000000299"
3,73107995,73119793,"ENSSTUG00000000300"
2,58767425,58779112,"ENSSTUG00000000301"
2,58797428,58806546,"ENSSTUG00000000302"
1,50741254,50744388,"ENSSTUG00000000303"
1,60257789,60264475,"ENSSTUG00000000304"
1,50807884,50808891,"ENSSTUG00000000305"
7,58733590,58733658,"ENSSTUG00000000306"
1,50835512,50837397,"ENSSTUG00000000307"
4,34802351,34889442,"ENSSTUG00000000308"
5,20058697,20066961,"ENSSTUG00000000309"
3,73130808,73148543,"ENSSTUG00000000310"
3,6116567,6129999,"ENSSTUG00000000311"
5,48341427,48358881,"ENSSTUG00000000312"
1,64578634,64609361,"ENSSTUG00000000313"
3,44001695,44050975,"ENSSTUG00000000314"
2,58806801,58821380,"ENSSTUG00000000315"
3,6133946,6145596,"ENSSTUG00000000316"
4,34864296,34915404,"ENSSTUG00000000317"
5,20067700,20077725,"ENSSTUG00000000318"
3,66323849,66391008,"ENSSTUG00000000319"
3,73149644,73153807,"ENSSTUG00000000320"
1,67961702,67988888,"ENSSTUG00000000321"
3,44122383,44157550,"ENSSTUG00000000322"
3,73154972,73157293,"ENSSTUG00000000323"
5,48363802,48366563,"ENSSTUG00000000324"
3,6146742,6156777,"ENSSTUG00000000325"
3,73157314,73160556,"ENSSTUG00000000326"
5,23662698,23667800,"ENSSTUG00000000327"
1,64619170,64651009,"ENSSTUG00000000328"
3,73167450,73168354,"ENSSTUG00000000329"
4,27116981,27117929,"ENSSTUG00000000330"
1,50846285,50902551,"ENSSTUG00000000331"
3,73173625,73183993,"ENSSTUG00000000332"
9,39677120,39678285,"ENSSTUG00000000333"
5,54407492,54436993,"ENSSTUG00000000334"
1,67992757,67995327,"ENSSTUG00000000335"
1,60264496,60273465,"ENSSTUG00000000336"
3,73198931,73214766,"ENSSTUG00000000337"
5,23768763,23803160,"ENSSTUG00000000338"
2,58823159,58831316,"ENSSTUG00000000339"
1,26145344,26166643,"ENSSTUG00000000340"
1,67996275,68030436,"ENSSTUG00000000341"
5,54469173,54469809,"ENSSTUG00000000342"
3,6159424,6175050,"ENSSTUG00000000343"
3,73215688,73216014,"ENSSTUG00000000344"
5,54479917,54481503,"ENSSTUG00000000345"
6,19394380,19406688,"ENSSTUG00000000346"
3,73217671,73230906,"ENSSTUG00000000347"
5,20080033,20129097,"ENSSTUG00000000348"
12,13026447,13227076,"ENSSTUG00000000349"
6,19399213,19400688,"ENSSTUG00000000350"
3,44159597,44177931,"ENSSTUG00000000351"
6,19480403,19480606,"ENSSTUG00000000352"
6,19618877,19619772,"ENSSTUG00000000353"
5,48391784,48394524,"ENSSTUG00000000354"
1,26167305,26174850,"ENSSTUG00000000355"
6,19657037,19671848,"ENSSTUG00000000356"
5,54508041,54534244,"ENSSTUG00000000357"
12,59497924,59503406,"ENSSTUG00000000358"
3,73231117,73241362,"ENSSTUG00000000359"
5,23873554,23981680,"ENSSTUG00000000360"
4,27209448,27219739,"ENSSTUG00000000361"
2,58837632,58850322,"ENSSTUG00000000362"
3,54509661,54540499,"ENSSTUG00000000363"
1,68037051,68063632,"ENSSTUG00000000364"
1,26193996,26285587,"ENSSTUG00000000365"
1,14210867,14256238,"ENSSTUG00000000366"
5,54557004,54573560,"ENSSTUG00000000367"
3,73246979,73263910,"ENSSTUG00000000368"
3,6194307,6222624,"ENSSTUG00000000369"
3,73265845,73270522,"ENSSTUG00000000370"
4,3497440,3509790,"ENSSTUG00000000371"
3,73567272,73584642,"ENSSTUG00000000372"
6,19665417,19677609,"ENSSTUG00000000373"
3,73592342,73593807,"ENSSTUG00000000374"
6,27844725,27852674,"ENSSTUG00000000375"
6,19707361,19715456,"ENSSTUG00000000376"
3,73595135,73617658,"ENSSTUG00000000377"
1,72851609,72854145,"ENSSTUG00000000378"
6,19728427,19730974,"ENSSTUG00000000379"
5,54585093,54590757,"ENSSTUG00000000380"
3,44209527,44252962,"ENSSTUG00000000381"
4,34917337,34954427,"ENSSTUG00000000382"
3,73695214,73722697,"ENSSTUG00000000383"
4,3512335,3518422,"ENSSTUG00000000384"
3,74560328,74575034,"ENSSTUG00000000385"
1,60273479,60276852,"ENSSTUG00000000386"
4,7302791,7304259,"ENSSTUG00000000387"
6,19744489,19762246,"ENSSTUG00000000388"
4,7410901,7485715,"ENSSTUG00000000389"
5,54621781,54628371,"ENSSTUG00000000390"
3,6248338,6268814,"ENSSTUG00000000391"
5,48425107,48427036,"ENSSTUG00000000392"
5,48453704,48456668,"ENSSTUG00000000393"
5,54630146,54643201,"ENSSTUG00000000394"
4,7499759,7568035,"ENSSTUG00000000395"
5,61537679,61554178,"ENSSTUG00000000396"
1,68039453,68039523,"ENSSTUG00000000397"
4,3519268,3519484,"ENSSTUG00000000398"
1,26216167,26230626,"ENSSTUG00000000399"
5,48457547,48513670,"ENSSTUG00000000400"
4,3519269,3519484,"ENSSTUG00000000401"
1,68046431,68046501,"ENSSTUG00000000402"
1,14260308,14375099,"ENSSTUG00000000403"
4,3519985,3520201,"ENSSTUG00000000404"
1,68048209,68048279,"ENSSTUG00000000405"
4,3519986,3520201,"ENSSTUG00000000406"
1,60276530,60292249,"ENSSTUG00000000407"
1,68051449,68051519,"ENSSTUG00000000408"
5,61569518,61574706,"ENSSTUG00000000409"
4,3520731,3520947,"ENSSTUG00000000410"
4,41867323,41890929,"ENSSTUG00000000411"
4,3520732,3520947,"ENSSTUG00000000412"
1,68067290,68077889,"ENSSTUG00000000413"
4,3528721,3528937,"ENSSTUG00000000414"
5,48460576,48465199,"ENSSTUG00000000415"
4,3528722,3528937,"ENSSTUG00000000416"
5,61595312,61615215,"ENSSTUG00000000417"
4,3536697,3536913,"ENSSTUG00000000418"
5,48491366,48491968,"ENSSTUG00000000419"
4,3536698,3536913,"ENSSTUG00000000420"
5,54648184,54660005,"ENSSTUG00000000421"
4,3537446,3537662,"ENSSTUG00000000422"
3,73725253,73744231,"ENSSTUG00000000423"
5,48502405,48504700,"ENSSTUG00000000424"
4,3537447,3537662,"ENSSTUG00000000425"
1,60283987,60284235,"ENSSTUG00000000426"
5,61631073,61640904,"ENSSTUG00000000427"
1,60286033,60286281,"ENSSTUG00000000428"
5,48516588,48519137,"ENSSTUG00000000429"
5,54660698,54663050,"ENSSTUG00000000430"
3,73769414,73774418,"ENSSTUG00000000431"
3,73777830,73795683,"ENSSTUG00000000432"
3,26382427,26390731,"ENSSTUG00000000433"
1,60299353,60308253,"ENSSTUG00000000434"
3,26390185,26390454,"ENSSTUG00000000435"
2,6582290,6590712,"ENSSTUG00000000436"
5,48539867,48540301,"ENSSTUG00000000437"
1,68078276,68079474,"ENSSTUG00000000438"
3,73802075,73807654,"ENSSTUG00000000439"
1,64655078,64674133,"ENSSTUG00000000440"
3,26407261,26413966,"ENSSTUG00000000441"
5,54663071,54668581,"ENSSTUG00000000442"
5,61650661,61653094,"ENSSTUG00000000443"
3,73810821,73818263,"ENSSTUG00000000444"
4,7573070,7586287,"ENSSTUG00000000445"
3,26426277,26428844,"ENSSTUG00000000446"
2,6597675,6627239,"ENSSTUG00000000447"
4,41901168,41955611,"ENSSTUG00000000448"
3,26548049,26549098,"ENSSTUG00000000449"
1,68080456,68093360,"ENSSTUG00000000450"
3,10513393,10520871,"ENSSTUG00000000451"
3,73823404,73827295,"ENSSTUG00000000452"
3,26711115,26756109,"ENSSTUG00000000453"
4,3539783,3613605,"ENSSTUG00000000454"
5,61664988,61679565,"ENSSTUG00000000455"
1,60319239,60324630,"ENSSTUG00000000456"
3,73844532,73851353,"ENSSTUG00000000457"
3,10523907,10525131,"ENSSTUG00000000458"
3,26796757,26897594,"ENSSTUG00000000459"
3,10524979,10527727,"ENSSTUG00000000460"
5,54673185,54680576,"ENSSTUG00000000461"
3,73855042,73856471,"ENSSTUG00000000462"
3,33438445,33445606,"ENSSTUG00000000463"
1,60327785,60332279,"ENSSTUG00000000464"
1,50917559,50928145,"ENSSTUG00000000465"
3,6272088,6323832,"ENSSTUG00000000466"
13,57590759,57590941,"ENSSTUG00000000467"
3,73857337,73882006,"ENSSTUG00000000468"
3,33483364,33483452,"ENSSTUG00000000469"
3,10530798,10534777,"ENSSTUG00000000470"
3,33483791,33483869,"ENSSTUG00000000471"
3,33495934,33503226,"ENSSTUG00000000472"
1,844365,868807,"ENSSTUG00000000473"
4,41973782,41976941,"ENSSTUG00000000474"
5,61687498,61700121,"ENSSTUG00000000475"
3,73892334,73900022,"ENSSTUG00000000476"
1,60475931,60510839,"ENSSTUG00000000477"
1,14383208,14384790,"ENSSTUG00000000478"
5,20132578,20256469,"ENSSTUG00000000479"
2,6635245,6739781,"ENSSTUG00000000480"
3,33508269,33543939,"ENSSTUG00000000481"
3,74577918,74580139,"ENSSTUG00000000482"
5,61706219,61723080,"ENSSTUG00000000483"
3,73904981,73915515,"ENSSTUG00000000484"
4,41983268,41997137,"ENSSTUG00000000485"
1,881095,909446,"ENSSTUG00000000486"
5,54689656,54778064,"ENSSTUG00000000487"
3,27058405,27059446,"ENSSTUG00000000488"
1,60523796,60531725,"ENSSTUG00000000489"
6,19747404,19750956,"ENSSTUG00000000490"
3,33511227,33511664,"ENSSTUG00000000491"
3,27109446,27117622,"ENSSTUG00000000492"
1,60532754,60534545,"ENSSTUG00000000493"
5,61729739,61731037,"ENSSTUG00000000494"
1,68102052,68102107,"ENSSTUG00000000495"
1,915835,949307,"ENSSTUG00000000496"
1,68103179,68103240,"ENSSTUG00000000497"
2,58854774,58935632,"ENSSTUG00000000498"
1,60537068,60537983,"ENSSTUG00000000499"
3,10536173,10552881,"ENSSTUG00000000500"
3,27118742,27153877,"ENSSTUG00000000501"
1,68103455,68103515,"ENSSTUG00000000502"
5,42752542,42771855,"ENSSTUG00000000503"
3,33558393,33785978,"ENSSTUG00000000504"
1,68126505,68188909,"ENSSTUG00000000505"
5,42817299,42857447,"ENSSTUG00000000506"
1,50933032,50944574,"ENSSTUG00000000507"
8,34888692,34889463,"ENSSTUG00000000508"
3,44212723,44215061,"ENSSTUG00000000509"
1,14391768,14403228,"ENSSTUG00000000510"
1,60541608,60553271,"ENSSTUG00000000511"
1,50945228,50947030,"ENSSTUG00000000512"
3,44274508,44278096,"ENSSTUG00000000513"
1,51028595,51029770,"ENSSTUG00000000514"
5,23926666,23927009,"ENSSTUG00000000515"
3,73917953,73923275,"ENSSTUG00000000516"
1,51042966,51071452,"ENSSTUG00000000517"
5,24004325,24005671,"ENSSTUG00000000518"
3,73932981,73940571,"ENSSTUG00000000519"
1,51139975,51185815,"ENSSTUG00000000520"
5,24006321,24009407,"ENSSTUG00000000521"
6,19763433,19797710,"ENSSTUG00000000522"
4,42023718,42032871,"ENSSTUG00000000523"
12,29679049,29680107,"ENSSTUG00000000524"
3,73947481,73951193,"ENSSTUG00000000525"
3,33589333,33678001,"ENSSTUG00000000526"
1,26289589,26331436,"ENSSTUG00000000527"
1,68150585,68153343,"ENSSTUG00000000528"
5,24011867,24013448,"ENSSTUG00000000529"
3,33592058,33595362,"ENSSTUG00000000530"
6,19800313,19820141,"ENSSTUG00000000531"
5,24098249,24108837,"ENSSTUG00000000532"
4,7586401,7596291,"ENSSTUG00000000533"
5,42851269,42983747,"ENSSTUG00000000534"
1,68218332,68221181,"ENSSTUG00000000535"
3,27123081,27130485,"ENSSTUG00000000536"
5,24113960,24121619,"ENSSTUG00000000537"
3,33613276,33616311,"ENSSTUG00000000538"
3,10552992,10554990,"ENSSTUG00000000539"
3,73955073,73968408,"ENSSTUG00000000540"
1,68224175,68227438,"ENSSTUG00000000541"
3,33617150,33620143,"ENSSTUG00000000542"
1,68249062,68297012,"ENSSTUG00000000543"
6,19800902,19801276,"ENSSTUG00000000544"
1,51192922,51194158,"ENSSTUG00000000545"
5,24214080,24215069,"ENSSTUG00000000546"
1,44580551,44594531,"ENSSTUG00000000547"
3,33807358,33809936,"ENSSTUG00000000548"
1,68289127,68290721,"ENSSTUG00000000549"
1,55377354,55388087,"ENSSTUG00000000550"
1,51194766,51195474,"ENSSTUG00000000551"
3,10579668,10607269,"ENSSTUG00000000552"
5,24230064,24231164,"ENSSTUG00000000553"
2,45780734,45890480,"ENSSTUG00000000554"
3,33810968,33813611,"ENSSTUG00000000555"
1,68344247,68364344,"ENSSTUG00000000556"
3,10631557,10632702,"ENSSTUG00000000557"
6,19820449,19829352,"ENSSTUG00000000558"
1,51200222,51206083,"ENSSTUG00000000559"
3,33831830,33848285,"ENSSTUG00000000560"
5,24233441,24236884,"ENSSTUG00000000561"
1,44595837,44623411,"ENSSTUG00000000562"
3,10684044,10686570,"ENSSTUG00000000563"
3,33834041,33835375,"ENSSTUG00000000564"
1,51227686,51236496,"ENSSTUG00000000565"
1,68404131,68429996,"ENSSTUG00000000566"
5,48551128,48576451,"ENSSTUG00000000567"
5,24358246,24374658,"ENSSTUG00000000568"
3,10707542,10719339,"ENSSTUG00000000569"
3,73977432,73992439,"ENSSTUG00000000570"
2,45936219,45951120,"ENSSTUG00000000571"
1,1002958,1044028,"ENSSTUG00000000572"
5,24552609,24555123,"ENSSTUG00000000573"
6,19829355,19839925,"ENSSTUG00000000574"
5,24558289,24659325,"ENSSTUG00000000575"
3,33841477,33989493,"ENSSTUG00000000576"
2,6754223,6768525,"ENSSTUG00000000577"
1,68447310,68453013,"ENSSTUG00000000578"
1,44630847,44631176,"ENSSTUG00000000579"
3,10841468,10854679,"ENSSTUG00000000580"
3,44432793,44529144,"ENSSTUG00000000581"
1,44649531,44650531,"ENSSTUG00000000582"
3,10865597,10867350,"ENSSTUG00000000583"
3,73990070,73991143,"ENSSTUG00000000584"
3,10872275,10885775,"ENSSTUG00000000585"
5,56969766,56989645,"ENSSTUG00000000586"
5,61731054,61774648,"ENSSTUG00000000587"
3,73994212,73996061,"ENSSTUG00000000588"
3,10886644,10894576,"ENSSTUG00000000589"
2,6806538,7067045,"ENSSTUG00000000590"
3,10896050,10899157,"ENSSTUG00000000591"
1,44704909,44716034,"ENSSTUG00000000592"
2,45952568,45957137,"ENSSTUG00000000593"
1,60549926,60550948,"ENSSTUG00000000594"
2,45955486,45958084,"ENSSTUG00000000595"
3,74001086,74007709,"ENSSTUG00000000596"
5,8597400,8680131,"ENSSTUG00000000597"
3,10900537,10972275,"ENSSTUG00000000598"
1,68500183,68504253,"ENSSTUG00000000599"
5,8632305,8635382,"ENSSTUG00000000600"
1,1051340,1091428,"ENSSTUG00000000601"
3,74023111,74026062,"ENSSTUG00000000602"
2,45959510,45968216,"ENSSTUG00000000603"
5,57018185,57024606,"ENSSTUG00000000604"
4,27221180,27241416,"ENSSTUG00000000605"
1,68513620,68533362,"ENSSTUG00000000606"
5,8690633,8708719,"ENSSTUG00000000607"
1,1102692,1104134,"ENSSTUG00000000608"
6,19842300,19856588,"ENSSTUG00000000609"
1,1113965,1117439,"ENSSTUG00000000610"
1,72857764,72885246,"ENSSTUG00000000611"
3,74043902,74047783,"ENSSTUG00000000612"
5,54701104,54759310,"ENSSTUG00000000613"
5,57035626,57063962,"ENSSTUG00000000614"
1,1323826,1323939,"ENSSTUG00000000615"
3,33843953,33844853,"ENSSTUG00000000616"
2,6862155,6864058,"ENSSTUG00000000617"
1,1369107,1370320,"ENSSTUG00000000618"
3,33847613,33848322,"ENSSTUG00000000619"
1,72886743,72891311,"ENSSTUG00000000620"
