"Chrom","Start","End","GeneSymbol"
1,4498932,4509281,"LOC115151440"
1,4519167,4521686,"LOC115151505"
1,4526154,4529326,"LOC115147345"
1,4542907,4571222,"LOC115151573"
1,4554573,4555133,"LOC115151684"
1,4582230,4588161,"LOC115151731"
1,4595044,4650438,"LOC115151799"
1,4744594,4771704,"LOC115151907"
1,4911604,4970186,"LOC115151972"
1,5014637,5073690,"ylpm1"
1,5063522,5064762,"LOC115152073"
1,5081463,5089436,"LOC115147359"
1,5090825,5104328,"LOC115152140"
1,5188435,5200620,"LOC115152292"
1,5203296,5231908,"LOC115152364"
1,5236231,5267187,"abcd4"
1,5278195,5302828,"LOC115152831"
1,5308207,5323448,"hmbox1b"
1,5324021,5420214,"LOC115153057"
1,5381627,5383929,"LOC115153131"
1,5420526,5444264,"elp3"
1,5461642,5472051,"si:ch211-63o20.7"
1,5479451,5488978,"LOC115153326"
1,5500245,5515630,"pnocb"
1,5518792,5520657,"LOC115147368"
1,5522007,5532079,"znf395b"
1,5554484,5558511,"paqr8"
1,5568938,5591522,"stmn4"
1,5616785,5621046,"vrtn"
1,5654145,5658689,"LOC115154011"
1,5658731,5669732,"LOC115147374"
1,5681077,5684199,"LOC115154125"
1,5696360,5699484,"LOC115154165"
1,5707856,5709102,"LOC115147383"
1,5715010,5718031,"LOC115154205"
1,5747104,5751374,"LOC115154041"
1,5764761,5765322,"LOC115153962"
1,5768082,5772752,"LOC115154082"
1,5773387,5774643,"LOC115153899"
1,5847125,5847707,"LOC115154250"
1,5899072,5977668,"syndig1l"
1,6458909,6474433,"LOC115154345"
1,6491775,6493904,"chac1"
1,6496233,6596067,"ino80"
1,6597053,6626871,"vps18"
1,6616017,6616831,"LOC115154596"
1,6628543,6630529,"rhov"
1,6665201,6667800,"pigh"
1,6667857,6690321,"LOC115154809"
1,6690174,6691233,"LOC115154868"
1,6691216,6691819,"LOC115154958"
1,6697427,6699028,"LOC115155203"
1,6699227,6755248,"dpf3"
1,6764299,6764760,"LOC115155390"
1,6764806,6885099,"rgs6"
1,7161997,7186630,"rab15"
1,7187412,7227462,"fntb"
1,7230923,7250910,"LOC115155633"
1,7240181,7242196,"LOC115155882"
1,7262977,7282499,"LOC115200899"
1,7284467,7290565,"srsf5b"
1,7291599,7358340,"susd6"
1,7365073,7366505,"LOC115200967"
1,7367820,7371380,"LOC115156075"
1,7385365,7404132,"LOC115156136"
1,7481612,7485272,"LOC115156201"
1,7511429,7529188,"LOC115156330"
1,7812570,7819256,"katnbl1"
1,7820373,7829279,"emc7b"
1,7826683,7827950,"LOC115156588"
1,7832104,7857198,"LOC115156779"
1,7834229,7894678,"aven"
1,7894546,8136810,"ryr3"
1,8149759,8150154,"LOC115147177"
1,8160125,8202083,"LOC115194429"
1,8201684,8203540,"grem1a"
1,8203607,8220602,"LOC115201651"
1,8221262,8228990,"actc1a"
1,8241292,8249346,"LOC115157134"
1,8248509,8276717,"LOC115157078"
1,8435775,8436695,"LOC115147178"
1,8521844,8523040,"LOC115201016"
1,8523373,8524793,"LOC115201082"
1,8630589,8645901,"LOC115157177"
1,8646561,8754883,"LOC115157240"
1,8759043,8770724,"LOC115157569"
1,8770824,8770895,"trnat-ugu"
1,8788466,8801680,"LOC115157638"
1,8810727,8848111,"LOC115157714"
1,8868166,8881210,"LOC115157815"
1,9164962,9712102,"nrxn3b"
1,9771110,9807334,"LOC115158076"
1,9818180,9833085,"LOC115158135"
1,9844569,9933278,"LOC115158350"
1,10077504,10085067,"kcnk13b"
1,10111422,10112395,"LOC115154366"
1,10113556,10121330,"LOC115158410"
1,10125456,10147000,"LOC115158469"
1,10180833,10190242,"LOC115158520"
1,10199221,10228769,"LOC115158675"
1,10229938,10233176,"LOC115161304"
1,10237148,10247065,"LOC115159090"
1,10247257,10275755,"LOC115158863"
1,10290078,10402270,"LOC115159151"
1,10588428,10782452,"LOC115159225"
1,10988996,10991433,"LOC115159462"
1,10999555,11054326,"LOC115159523"
1,11065360,11078334,"LOC115159834"
1,11078596,11080327,"LOC115160052"
1,11080428,11095078,"LOC115159950"
1,11091619,11142088,"LOC115159705"
1,11146659,11188423,"LOC115160151"
1,11174609,11181702,"LOC115160688"
1,11188266,11200957,"LOC115160616"
1,11252703,11295057,"LOC115160732"
1,11295387,11297977,"rdh14b"
1,11299778,11308951,"LOC115160936"
1,11410001,11414398,"LOC115160993"
1,11466780,11470435,"LOC115161145"
1,11484761,11488898,"LOC115161325"
1,11489025,11493044,"LOC115161391"
1,11493100,11505332,"LOC115161217"
1,11508820,11515449,"LOC115161464"
1,11549688,11552970,"LOC115161801"
1,11553070,11556476,"LOC115161672"
1,11583463,11590440,"LOC115161879"
1,11608412,11637774,"LOC115162015"
1,11662462,11689291,"LOC115161948"
1,11708093,11712215,"LOC115168405"
1,11751145,11783273,"LOC115162088"
1,11846701,11850863,"LOC115162153"
1,12028398,12159975,"LOC115162214"
1,12206193,12208042,"zgc:112001"
1,12218616,12238591,"LOC115162406"
1,12228488,12230845,"LOC115162344"
1,12247666,12249682,"LOC115162448"
1,12265089,12266724,"LOC115162514"
1,12290945,12298404,"pcare2"
1,12300681,12311616,"LOC115162634"
1,12305148,12306496,"LOC115162726"
1,12314686,12325777,"LOC115162952"
1,12326298,12343182,"LOC115163172"
1,12357078,12358549,"LOC115163288"
1,12360742,12362807,"LOC115163237"
1,12362813,12396357,"LOC115162797"
1,12399158,12417893,"LOC115163569"
1,12418236,12424935,"LOC115163638"
1,12423506,12482885,"LOC115163328"
1,12482890,12485120,"LOC115163734"
1,12489714,12491344,"LOC115164108"
1,12491386,12492309,"LOC115164156"
1,12493677,12506575,"LOC115163811"
1,12516580,12529050,"LOC115164203"
1,12530315,12546433,"LOC115201190"
1,12546469,12550343,"LOC115164268"
1,12552237,12553609,"LOC115164310"
1,12572341,12764263,"LOC115175637"
1,12768354,12771283,"LOC115184014"
1,12800997,12804675,"LOC115164349"
1,12810025,12814130,"LOC115164417"
1,12833443,12842160,"LOC115164472"
1,12846062,13033993,"LOC115164640"
1,13131980,13139196,"LOC115165059"
1,13139205,13143015,"LOC115165272"
1,13140439,13140661,"LOC115147769"
1,13141072,13141294,"LOC115147763"
1,13141592,13141816,"LOC115147757"
1,13142525,13142747,"LOC115147750"
1,13472155,13479239,"LOC115165336"
1,13474605,13476919,"LOC115191655"
1,13515892,13517152,"LOC115165457"
1,13544100,13544674,"LOC115165501"
1,13563304,13642062,"LOC115165552"
1,13877504,13880144,"LOC115165606"
1,13900577,13902674,"LOC115165716"
1,13906000,13916683,"LOC115165782"
1,13918778,13935592,"LOC115165945"
1,13935774,13966322,"tdrd6a"
1,13969217,13980091,"LOC115166116"
1,13980630,14017097,"LOC115166053"
1,14017670,14028398,"LOC115166180"
1,14152975,14194326,"LOC115166241"
1,14210873,14255466,"LOC115167114"
1,14256974,14375029,"LOC115166571"
1,14373945,14381732,"LOC115167317"
1,14383176,14384947,"LOC115167266"
1,14389630,14403090,"LOC115167048"
1,14411821,14418699,"LOC115192949"
1,14419105,14444024,"LOC115193821"
1,14448531,14461455,"LOC115167361"
1,14467825,14471765,"LOC115194430"
1,14477314,14498782,"LOC115167721"
1,14489428,14524762,"LOC115167648"
1,14493851,14496532,"LOC115167526"
1,14496629,14498237,"LOC115167573"
1,14533971,14536951,"LOC115195287"
1,14542760,14547189,"LOC115167876"
1,14548805,14551412,"LOC115167797"
1,14572113,14576260,"LOC115167984"
1,14596936,14598438,"LOC115168189"
1,14601545,14615719,"slc25a29"
1,14616543,14621684,"slc25a47a"
1,14774741,14776203,"LOC115168294"
1,14813809,14855865,"LOC115168369"
1,14860130,14867616,"LOC115168508"
1,14868097,14873460,"LOC115168577"
1,14876892,14885005,"LOC115168644"
1,14903823,14937470,"LOC115168922"
1,14952489,14953781,"LOC115169082"
1,14993899,15020960,"LOC115168979"
1,15035831,15104365,"LOC115168713"
1,15039047,15039813,"LOC115169207"
1,15118587,15123378,"LOC115169272"
1,15127852,15128866,"LOC115169372"
1,15386589,15732522,"LOC115169440"
1,15465472,15466145,"LOC115169547"
1,15876978,15884956,"LOC115169591"
1,15913234,15915472,"LOC115169704"
1,15918229,15923296,"LOC115169781"
1,15923609,15933616,"LOC115169650"
1,15936730,15939849,"LOC115169840"
1,15965882,15994719,"LOC115170150"
1,15976202,15976781,"LOC115170216"
1,16045625,16050139,"LOC115170268"
1,16085298,16088612,"LOC115170411"
1,16093828,16103544,"LOC115170553"
1,16104181,16118009,"LOC115170713"
1,16126984,16131266,"LOC115170782"
1,16134330,16148144,"LOC115170857"
1,16148656,16161206,"LOC115171117"
1,16174804,16197352,"LOC115171379"
1,16197477,16199639,"LOC115171444"
1,16201877,16225293,"lrfn5b"
1,16231044,16234866,"LOC115201230"
1,16251645,16259594,"LOC115171543"
1,16261149,16395185,"LOC115171829"
1,16396713,16408673,"LOC115172082"
1,16412352,16453908,"LOC115172226"
1,16462887,16464605,"ora6"
1,16470386,16495898,"mgab"
1,16535209,16545065,"LOC115172481"
1,16550188,16554574,"LOC115198066"
1,16668432,16690366,"LOC115198731"
1,16695950,16707591,"LOC115172669"
1,16722891,16870541,"LOC115172765"
1,16895032,16973868,"LOC115199598"
1,17078182,17080147,"LOC115200244"
1,17115543,17126657,"LOC115173473"
1,17213964,17222063,"LOC115173509"
1,17260217,17278034,"LOC115173564"
1,17278466,17291173,"LOC115201015"
1,17291536,17300958,"chgb"
1,17341190,17358937,"gpcpd1"
1,17361461,17374878,"LOC115174028"
1,17477860,17488957,"trib2"
1,17525681,17561192,"LOC115174534"
1,17740191,17887840,"klhl29"
1,17888445,18021222,"atad2b"
1,17957707,17962299,"LOC115174725"
1,18022322,18030046,"ubxn2a"
1,18032153,18057084,"mfsd2b"
1,18057402,18063501,"wdcp"
1,18063608,18084506,"fkbp1b"
1,18093247,18142458,"LOC115202430"
1,18150061,18177152,"opn8b"
1,18243033,18285588,"opn8a"
1,18299897,18419838,"LOC115175094"
1,18420278,18427814,"cimip2c"
1,18436629,18530584,"LOC115205325"
1,18555005,18558863,"LOC115175511"
1,18571332,18584828,"wtap"
1,18583337,18583471,"LOC115147543"
1,18585822,18592067,"acat2"
1,18592151,18603632,"tcp1"
1,18602880,18603020,"LOC115147548"
1,18604795,18722818,"LOC115175843"
1,18768930,18772731,"LOC115175989"
1,18826596,18837671,"LOC115176185"
1,18840130,18858049,"LOC115176371"
1,18859132,18890196,"afg1lb"
1,18904859,18957005,"foxo3b"
1,18928929,18931381,"LOC115176529"
1,19023468,19024537,"LOC115176679"
1,19025831,19099280,"LOC115176573"
1,19099905,19104827,"cep57l1"
1,19119883,19138167,"LOC115176985"
1,19141818,19148687,"ppil6"
1,19148865,19150677,"LOC115177103"
1,19157897,19178321,"ak9"
1,19178380,19287921,"fig4a"
1,19300975,19303092,"LOC115201272"
1,19329006,19461701,"LOC115177424"
1,19467975,19514867,"LOC115177485"
1,19517848,19574673,"LOC115177747"
1,19574833,19603400,"LOC115177540"
1,19618414,19732411,"LOC115177667"
1,19636606,19639666,"LOC115177819"
1,19734450,20065866,"LOC115177877"
1,19937586,19940451,"LOC115178239"
1,20230754,20258388,"LOC115178418"
1,20260165,20289439,"LOC115178295"
1,20291378,20292687,"LOC115205955"
1,20294225,20439041,"LOC115178743"
1,20568616,20619262,"LOC115179463"
1,20619593,20663837,"LOC115179270"
1,20677879,20688882,"LOC115179780"
1,20688895,20693688,"LOC115179517"
1,20693753,20699803,"LOC115179723"
1,20700465,20703844,"LOC115206553"
1,20703894,20718871,"LOC115179646"
1,20728413,20749562,"epm2a"
1,20729477,20730747,"LOC115180078"
1,20841654,21153753,"utrn"
1,20992720,20993455,"LOC115180991"
1,21048936,21050711,"LOC115181096"
1,21156168,21156250,"trnal-uaa"
1,21170348,21174976,"LOC115180737"
1,21187564,21269991,"mthfd1l"
1,21279087,21341651,"akap12b"
1,21343304,21351831,"zbtb2b"
1,21367317,21375375,"dcph1"
1,21376507,21403417,"esr1"
1,21403547,21577800,"syne1a"
1,21602420,21604236,"LOC115201338"
1,21609470,21612007,"myct1a"
1,21613047,21622468,"serac1"
1,21625405,21626230,"gtf2h5"
1,21626434,21628035,"dynlt1b"
1,21628230,21637630,"tmem181"
1,21638076,21688791,"tulp4a"
1,21690013,21698218,"mrps10"
1,21704790,21706867,"LOC115183343"
1,21706862,21710695,"LOC115207487"
1,21711491,21712700,"msgn1"
1,21714156,21721033,"gen1"
1,21721078,21742078,"si:dkey-119f1.1"
1,21741912,21751788,"LOC115183902"
1,21777211,21779029,"tmem18"
1,21894085,21898359,"LOC115184141"
1,21901457,21914358,"acp1"
1,21939130,21941629,"fam110c"
1,21958222,21983981,"fbxo25"
1,21984337,22008765,"si:ch211-225h24.2"
1,21988033,21989448,"LOC115184752"
1,22024665,22047382,"cmtr1"
1,22047640,22050427,"ccdc167"
1,22049832,22065365,"kif25"
1,22066340,22075067,"hebp2"
1,22079593,22249831,"nhsl1b"
1,22257767,22263901,"LOC115186516"
1,22262448,22268519,"mixl1"
1,22268588,22284225,"lin9"
1,22286813,22300465,"parp1"
1,22296541,22297638,"adorb1a"
1,22325429,22396291,"LOC115187073"
1,22402657,22408883,"LOC115187348"
1,22418820,22426612,"LOC115187434"
1,22432713,22460082,"snx9b"
1,22477056,22485200,"LOC115201454"
1,22495692,22563803,"rps6kc1"
1,22672949,22676613,"LOC115188402"
1,22676880,22686984,"LOC115188324"
1,22820529,22845034,"LOC115188745"
1,22845517,22940132,"LOC115188443"
1,22947646,22979934,"LOC115188821"
1,23026143,23077393,"LOC115188991"
1,23095992,23105491,"LOC115189308"
1,23114356,23118680,"LOC115189396"
1,23123250,23131613,"LOC115189472"
1,23135427,23144924,"LOC115189999"
1,23145367,23148274,"LOC115189655"
1,23160506,23165787,"LOC115189834"
1,23167076,23172260,"LOC115190111"
1,23180006,23192908,"fdft1"
1,23196609,23202767,"LOC115190725"
1,23202305,23214438,"gata4"
1,23217265,23222089,"LOC115191193"
1,23234566,23234637,"trnae-cuc"
1,23239443,23262045,"ncoa7b"
1,23267311,23281755,"LOC115191336"
1,23281258,23286945,"LOC115191326"
1,23295862,23297639,"LOC115191354"
1,23302821,23305348,"LOC115191370"
1,23327884,23330350,"LOC115201518"
1,23331418,23334226,"LOC115191387"
1,23359145,23362951,"LOC115191459"
1,23362933,23371636,"LOC115191425"
1,23396123,23409477,"LOC115191470"
1,23530296,23537541,"LOC115191484"
1,23573415,23598948,"LOC115191500"
1,23600744,23603745,"LOC115147179"
1,23603792,23664744,"LOC115191509"
1,23614337,23615319,"LOC115191572"
1,23665348,23673114,"pgm3"
1,23673348,23674351,"LOC115148057"
1,23675943,23679121,"LOC115201578"
1,23680980,23688403,"ccnc"
1,23688952,23694122,"faxca"
1,23705780,23711088,"LOC115191603"
1,23736804,23747698,"LOC115148874"
1,23760302,23772053,"tmem63a"
1,23777380,23783161,"rsph9"
1,23783255,23791728,"mrps18a"
1,23917000,23940099,"vegfab"
1,23983106,23985058,"LOC115191675"
1,24017346,24033200,"LOC115191681"
1,24046193,24069647,"LOC115191688"
1,24069854,24088003,"LOC115191705"
1,24104750,24143680,"LOC115191722"
1,24147569,24163288,"LOC115191736"
1,24164873,24191578,"LOC115191749"
1,24193624,24262282,"LOC115191758"
1,24279011,24293104,"LOC115191789"
1,24293377,24322168,"LOC115191776"
1,24337542,24341303,"LOC115191796"
1,24346701,24348652,"LOC115191821"
1,24348788,24353974,"rmdn3"
1,24354262,24358115,"LOC115191814"
1,24374538,24377273,"LOC115191848"
1,24377422,24454065,"LOC115191827"
1,24460536,24462450,"LOC115191840"
1,24465804,24467527,"LOC115191857"
1,24474043,24476012,"LOC115191864"
1,24521218,24523329,"LOC115191872"
1,24523859,24536890,"LOC115191879"
1,24538407,24540465,"LOC115191889"
1,24540618,24540699,"trnas-gcu"
1,24541148,24542611,"LOC115191907"
1,24567533,24580521,"LOC115191915"
1,24585716,24603474,"LOC115191920"
1,24634924,24637299,"LOC115180736"
1,24637749,24638228,"LOC115191949"
1,24638579,24639423,"LOC115191946"
1,24644146,24655131,"LOC115191955"
1,24656990,24660292,"LOC115191966"
1,24669231,24676994,"LOC115181882"
1,24694597,24707402,"LOC115191975"
1,24708064,24716512,"LOC115191985"
1,24717380,24725590,"LOC115191990"
1,24726204,24727131,"LOC115192015"
1,24727235,24736126,"LOC115192007"
1,24736740,24737667,"LOC115201653"
1,24737771,24745209,"LOC115192021"
1,24745823,24754292,"LOC115192029"
1,24754906,24755833,"LOC115192047"
1,24791095,24829025,"LOC115192078"
1,24792396,24792448,"LOC115147413"
1,24833788,24924689,"LOC115192050"
1,24974758,25016367,"LOC115192088"
1,25038369,25063287,"LOC115192094"
1,25193824,25240028,"LOC115192101"
1,25310607,25316073,"LOC115192109"
1,25327794,25340695,"LOC115192120"
1,25343212,25474477,"enah"
1,25477551,25480190,"LOC115192160"
1,25483450,25490328,"LOC115192170"
1,25490584,25493512,"LOC115192188"
1,25501897,25537194,"LOC115192200"
1,25539736,25550272,"LOC115192218"
1,25549982,25646316,"LOC115184015"
1,25646484,25647678,"ptrhd1"
1,25652428,25661460,"LOC115192232"
1,25661410,25668226,"slc25a27"
1,25668354,25685139,"cyp39a1"
1,25685343,25834332,"rcan2"
1,25841006,25928672,"msraa"
1,25940958,25969648,"ift172"
1,25969839,25969910,"trnaa-ugc"
1,25977523,26000417,"LOC115192272"
1,26004442,26035729,"LOC115192289"
1,26041551,26050028,"LOC115185097"
1,26054853,26057294,"uts1"
1,26061120,26092872,"mpv17"
1,26095189,26118459,"si:ch211-243j20.2"
1,26118517,26142236,"LOC115192322"
1,26144690,26166614,"gtf3c2"
1,26166806,26174538,"znf512"
1,26189565,26192097,"LOC115192443"
1,26194526,26204998,"LOC115192424"
1,26212600,26214380,"LOC115192434"
1,26216290,26258724,"LOC115192381"
1,26227883,26228077,"LOC115192437"
1,26227891,26228102,"LOC115192445"
1,26271784,26286902,"LOC115192448"
1,26290064,26331406,"coq8aa"
1,26334542,26381311,"itpkb"
1,26343119,26345897,"LOC115192480"
1,26387850,26417344,"LOC115192485"
1,26475934,26515480,"LOC115192494"
1,26515491,26642240,"LOC115192511"
1,26653044,26662032,"LOC115186411"
1,26662224,26663383,"LOC115201707"
1,26667173,26706415,"LOC115192519"
1,26708807,26717310,"LOC115192535"
1,26741538,26742949,"LOC115192543"
1,26754514,26758344,"LOC115192549"
1,26775953,26777402,"LOC115192556"
1,26784722,26785586,"LOC115192587"
1,26786744,26787693,"LOC115192592"
1,26788083,26789598,"LOC115192581"
1,26793007,26843493,"LOC115192562"
1,26858372,26953838,"LOC115192597"
1,26988330,27002784,"LOC115192619"
1,27009043,27074220,"LOC115192629"
1,27077741,27119995,"LOC115192686"
1,27120550,27142104,"LOC115192699"
1,27142170,27152238,"nmbr"
1,27405768,27408574,"cited2"
1,27411553,27433534,"txlnba"
1,27437867,27442919,"heca"
1,27443572,27460737,"abracl"
1,27461580,27485815,"LOC115192767"
1,27486010,27498303,"LOC115192776"
1,27514435,27525577,"LOC115192785"
1,27554362,27559440,"ccdc25"
1,27559480,27563973,"LOC115192795"
1,27563974,27573433,"pbk"
1,27576643,27625671,"LOC115192821"
1,27626127,27909816,"LOC115192831"
1,27937436,27937931,"LOC115192857"
1,27975270,27994823,"LOC115192865"
1,27999101,28001683,"LOC115192875"
1,28001953,28005675,"sprtn"
1,28007386,28011496,"LOC115192889"
1,28021170,28027686,"arv1"
1,28027764,28049514,"LOC115192898"
1,28042407,28054232,"selenol"
1,28054194,28056042,"clec11a"
1,28056735,28059178,"c1h1orf198"
1,28059805,28088600,"igf2r"
1,28091625,28100519,"slc22a2"
1,28100833,28115675,"plg"
1,28116114,28136477,"si:ch211-140l13.3"
1,28124817,28125603,"gpr31"
1,28136586,28139179,"ttll2"
1,28140729,28143621,"LOC115187604"
1,28143634,28148117,"LOC115193010"
1,28149179,28160463,"unc93a"
1,28192063,28324876,"afdna"
1,28333011,28333093,"trnal-cag"
1,28333812,28348951,"tdrd15"
1,28349795,28356315,"rfx6"
1,28383172,28388429,"vgll2a"
1,28448420,28491955,"dcbld1"
1,28493207,28503441,"gopc"
1,28537744,28560341,"nus1"
1,28575526,28690952,"LOC115193270"
1,28693013,28706438,"LOC115189601"
1,28708446,28779294,"LOC115193286"
1,28731945,28738503,"LOC115193323"
1,28790915,28806331,"LOC115190776"
1,28808339,28975648,"LOC115193349"
1,28927041,28927934,"LOC115193398"
1,29001107,29169560,"LOC115193404"
1,29032967,29035045,"LOC115193419"
1,29289163,29330781,"tbc1d32"
1,29330835,29333058,"hsdl1"
1,29333684,29335632,"gja11"
1,29336071,29338848,"LOC115193501"
1,29339783,29344285,"LOC115193510"
1,29349632,29350506,"LOC115191349"
1,29351400,29352517,"LOC115191451"
1,29353622,29358943,"LOC115193517"
1,29497634,29499720,"LOC115191567"
1,29517461,29521317,"hsf2"
1,29521358,29526146,"serinc1"
1,29532474,29552662,"pkib"
1,29553930,29555586,"fabp7b"
1,29566449,29573426,"LOC115191656"
1,29586625,29605603,"LOC115193558"
1,29617446,29665185,"trdn"
1,29703712,29893636,"nkain2"
1,29896064,29920061,"rnf217"
1,29926588,29941735,"LOC115193579"
1,29948665,29953676,"hddc2"
1,30012308,30015535,"LOC115193628"
1,30017794,30049771,"pex7"
1,30049921,30054324,"slc35d3"
1,30078218,30082916,"il20ra"
1,30083498,30118627,"med23"
1,30146364,30200161,"LOC115193716"
1,30199727,30201694,"LOC115193738"
1,30201724,30292679,"epb41l2"
1,30293371,30294500,"LOC115193733"
1,30323530,30341016,"tmem200a"
1,30368080,30406038,"LOC115193755"
1,30390995,30411872,"LOC115193765"
1,30416614,30442753,"arhgap18"
1,30442370,30460988,"LOC115193781"
1,30462297,30598825,"lama2"
1,30599356,30602656,"LOC115193829"
1,30635888,30784584,"ptprk"
1,30785037,30788633,"LOC115193890"
1,30789450,30791960,"LOC115193896"
1,30799471,30812120,"LOC115193903"
1,30805244,30806668,"LOC115147284"
1,30820458,30821653,"LOC115201749"
1,30851189,30852384,"LOC115193910"
1,30884213,30904387,"LOC115193917"
1,30927237,30928342,"LOC115191788"
1,30966383,30967562,"LOC115193935"
1,30966703,30974631,"LOC115193926"
1,30981187,30994013,"moxd1"
1,30994536,30996398,"LOC115201845"
1,31045889,31048770,"ccn2a"
1,31053831,31113098,"LOC115193987"
1,31113642,31122957,"lrp11"
1,31123141,31133132,"LOC115193977"
1,31133242,31140385,"LOC115193972"
1,31140449,31153557,"LOC115193956"
1,31157333,31164764,"katna1"
1,31167168,31170621,"ginm1"
1,31170831,31180141,"ppil4"
1,31189730,31209074,"LOC115194039"
1,31209262,31279760,"LOC115194003"
1,31293067,31358912,"LOC115194053"
1,31359706,31385856,"LOC115194087"
1,31387264,31395363,"rpf2"
1,31396408,31456716,"slc16a10"
1,31460716,31465963,"mfsd4b"
1,31467376,31517525,"LOC115194109"
1,31519666,31525486,"traf3ip2a"
1,31532464,31597374,"LOC115194124"
1,31541533,31545178,"LOC115194136"
1,31608948,31633533,"LOC115194144"
1,31639618,31641686,"LOC115201902"
1,31647084,31661646,"ccn6"
1,31661697,31672366,"tube1"
1,31676024,31706227,"lama4"
1,31919743,31923253,"marcksa"
1,31926745,31935327,"LOC115194183"
1,31938879,31940098,"LOC115191859"
1,31941543,31949001,"LOC115194192"
1,31955203,32024644,"LOC115194199"
1,32129127,32145445,"LOC115194206"
1,32153621,32209550,"LOC115194225"
1,32156155,32162594,"LOC115194222"
1,32209802,32238216,"LOC115194213"
1,32240100,32241787,"LOC115194231"
1,32245460,32263000,"LOC115194239"
1,32273168,32281603,"LOC115194250"
1,32285721,32286933,"LOC115201968"
1,32428261,32501429,"LOC115194258"
1,32875258,32903294,"LOC115194264"
1,32924206,33020106,"LOC115194273"
1,33025405,33027134,"LOC115194299"
1,33028776,33040994,"casp8ap2"
1,33041044,33085003,"LOC115194308"
1,33085139,33086297,"lyrm2"
1,33086300,33147884,"ankrd6b"
1,33153621,33185211,"ube2j1"
1,33188042,33236668,"LOC115194363"
1,33247637,33271241,"LOC115194379"
1,33279652,33297143,"LOC115194385"
1,33288926,33292030,"LOC115194397"
1,33304493,33307465,"LOC115194401"
1,33311061,33460654,"rngtt"
1,33490067,33494220,"cnr1"
1,33501528,33506727,"LOC115194433"
1,33507854,33517455,"rars2"
1,33520761,33532653,"slc35a1"
1,33535495,33541106,"LOC115194454"
1,33540916,33556669,"LOC115191926"
1,33558430,33559105,"smim8"
1,33560685,33561420,"LOC115191984"
1,33562605,33588319,"LOC115194468"
1,33595739,33611404,"LOC115202064"
1,33657756,33660967,"LOC115202127"
1,33668292,33679645,"bub1"
1,33692657,33705495,"LOC115194490"
1,33706438,33736931,"snx14"
1,33738874,33763917,"LOC115194538"
1,33867020,33913305,"mei4"
1,33918708,33921181,"LOC115194551"
1,34018342,34056944,"LOC115194554"
1,34056375,34156663,"myo6a"
1,34161640,34184576,"LOC115194586"
1,34188441,34237231,"LOC115194605"
1,34239257,34247285,"LOC115192058"
1,34248038,34249854,"LOC115194649"
1,34253261,34350006,"LOC115194654"
1,34256604,34258146,"LOC115194692"
1,34520872,34544056,"cd109"
1,34544579,34546329,"LOC115194722"
1,34546392,34552403,"LOC115194713"
1,34552492,34553500,"LOC115194740"
1,34553566,34556634,"LOC115194735"
1,34558657,34560939,"LOC115194748"
1,34566828,34579700,"LOC115192125"
