"Chrom","Start","End","GeneSymbol"
1,121912245,121923089,"psmd5"
1,122191085,122192714,"LOC106613948"
1,12224342,12328358,"qkia"
1,122265240,122271140,"LOC106560400"
1,122287572,122321685,"LOC106560427"
1,122340174,122375242,"LOC106595543"
1,122497615,122519539,"LOC106560737"
1,122564785,122567357,"LOC123724443"
1,122591240,122698864,"LOC106560798"
1,122713215,122713286,"trnad-guc_7"
1,122714028,122714099,"trnad-guc_8"
1,122715298,122715369,"trnad-guc_9"
1,122716104,122716175,"trnad-guc_10"
1,122716727,122716797,"trnag-gcc"
1,122716915,122716986,"trnad-guc_11"
1,122717540,122717610,"trnag-gcc_1"
1,122717729,122717800,"trnad-guc_12"
1,122718349,122718419,"trnag-gcc_2"
1,122719162,122719232,"trnag-gcc_3"
1,122722403,122722473,"trnag-gcc_4"
1,122723213,122723283,"trnag-gcc_5"
1,122729810,122729880,"trnag-gcc_6"
1,122730797,122730868,"trnad-guc_13"
1,122731879,122731949,"trnag-gcc_7"
1,122732692,122732762,"trnag-gcc_8"
1,122733504,122733574,"trnag-gcc_9"
1,122734314,122734384,"trnag-gcc_10"
1,122735938,122736008,"trnag-gcc_11"
1,122736748,122736818,"trnag-gcc_12"
1,122737558,122737628,"trnag-gcc_13"
1,122738370,122738440,"trnag-gcc_14"
1,122739170,122739240,"trnag-gcc_15"
1,122740793,122740863,"trnag-gcc_16"
1,122741604,122741674,"trnag-gcc_17"
1,122747905,122747976,"trnad-guc_14"
1,122749176,122749247,"trnad-guc_15"
1,122751056,122751126,"trnag-gcc_18"
1,122751868,122751938,"trnag-gcc_19"
1,122756200,122756270,"trnag-gcc_20"
1,122756389,122756460,"trnad-guc_16"
1,122757202,122757273,"trnad-guc_17"
1,122759259,122759329,"trnag-gcc_21"
1,122760260,122760331,"trnad-guc_18"
1,122761530,122761601,"trnad-guc_19"
1,122762612,122762682,"trnag-gcc_22"
1,122763425,122763495,"trnag-gcc_23"
1,122765669,122765739,"trnag-gcc_24"
1,122765858,122765929,"trnad-guc_20"
1,122767758,122767828,"trnag-gcc_25"
1,122768569,122768639,"trnag-gcc_26"
1,122770181,122770251,"trnag-gcc_27"
1,122770994,122771064,"trnag-gcc_28"
1,122771806,122771876,"trnag-gcc_29"
1,122772619,122772689,"trnag-gcc_30"
1,122773431,122773501,"trnag-gcc_31"
1,122774244,122774314,"trnag-gcc_32"
1,122775056,122775126,"trnag-gcc_33"
1,122776677,122776747,"trnag-gcc_34"
1,122777477,122777547,"trnag-gcc_35"
1,122778288,122778358,"trnag-gcc_36"
1,122779093,122779163,"trnag-gcc_37"
1,122780704,122780774,"trnag-gcc_38"
1,122781517,122781587,"trnag-gcc_39"
1,122782328,122782398,"trnag-gcc_40"
1,122783139,122783209,"trnag-gcc_41"
1,122784142,122784213,"trnad-guc_21"
1,122789024,122789095,"trnad-guc_22"
1,122790646,122790717,"trnad-guc_23"
1,122806048,122806119,"trnad-guc_24"
1,122807670,122807741,"trnad-guc_25"
1,122822131,122832161,"LOC106561190"
1,122896824,122896899,"trnav-uac_4"
1,122933146,122934612,"LOC106561203"
1,122997091,122998320,"LOC123724445"
1,123016909,123027016,"LOC106561187"
1,123061863,123105871,"LOC123728215"
1,123123169,123126179,"LOC106561199"
1,123195624,123200726,"LOC123724447"
1,123243604,123254677,"LOC106561213"
1,123261543,123291477,"LOC123728223"
1,123347338,123347390,"LOC123726804"
1,123373900,123376819,"LOC123724448"
1,123397770,123555698,"LOC106561224"
1,12345532,12629141,"LOC106561950"
1,123634114,123642265,"LOC123728226"
1,123676465,123700753,"LOC106561252"
1,123717191,123883634,"LOC106561256"
1,123884336,123895459,"LOC106561271"
1,123896394,123950047,"LOC106561289"
1,123952948,123983672,"nop14"
1,123985054,123987405,"LOC106561351"
1,124006324,124023187,"LOC106561354"
1,124046868,124054586,"LOC106561364"
1,124184810,124209417,"rad23b"
1,124230692,124328474,"LOC106561374"
1,124386542,124400315,"tmem38b"
1,124487846,124487921,"trnat-ugu_6"
1,124500989,124501041,"LOC123726798"
1,124523453,124562230,"LOC106561388"
1,124567623,124578207,"oaz1b"
1,124580118,124626297,"LOC106561404"
1,124643061,124654655,"LOC106561418"
1,124654709,124657744,"mlana"
1,124686224,124738049,"LOC106561439"
1,124744589,124820848,"LOC106561454"
1,124831506,124838988,"LOC106561458"
1,124843851,124876213,"plgrkt"
1,124876601,124882193,"LOC106561479"
1,124885634,124961467,"LOC106561486"
1,124994724,124997500,"LOC106561491"
1,124998282,125014803,"rcl1"
1,125016781,125071740,"ak3"
1,125057436,125075304,"cdc37l1"
1,125159850,125163786,"nrarpa"
1,125194193,125201019,"LOC106561522"
1,125201956,125207588,"ptgdsa"
1,125214833,125247021,"LOC106561537"
1,125232473,125241129,"LOC123724504"
1,125249089,125251777,"swi5"
1,125275888,125313927,"LOC106561544"
1,125300478,125329284,"LOC106561099"
1,125347693,125436579,"sardh"
1,125452679,125467588,"LOC106561586"
1,125515732,125530460,"urm1"
1,125533043,125615291,"sh2d3ca"
1,125653394,125654833,"LOC106562803"
1,125690159,125813548,"LOC106561621"
1,125817234,125964074,"LOC106561653"
1,125866269,125872524,"LOC106561678"
1,125978667,126001986,"rc3h2"
1,126015666,126020048,"LOC106562809"
1,126053026,126067919,"si:ch211-243g18.2"
1,126073300,126077503,"LOC106561693"
1,126138491,126165419,"ndufa8"
1,126165535,126181885,"LOC106561708"
1,126183231,126198867,"lhx6a"
1,126200549,126226486,"rbm18"
1,126229556,126247905,"LOC106561756"
1,126274092,126276121,"LOC106561103"
1,126283753,126286375,"LOC106562815"
1,126302729,126312371,"antxr2b"
1,126313421,126316035,"LOC106562826"
1,126316098,126324299,"rasgef1bb"
1,126373921,126378722,"LOC106561784"
1,126381823,126445613,"LOC100380425"
1,126461391,126468824,"LOC106561792"
1,126471253,126471894,"LOC123724516"
1,126472094,126475204,"LOC106561814"
1,126474952,126515972,"LOC106561807"
1,126524118,126592306,"LOC106561820"
1,126612626,126626321,"LOC106561827"
1,126631397,126650057,"tcp4"
1,126650276,126671066,"ppip2"
1,126685844,126691854,"LOC123728244"
1,126697527,126751174,"LOC100380870"
1,126751031,126787086,"LOC106561845"
1,126792709,126796585,"LOC123724518"
1,126809710,126847480,"LOC106561858"
1,126851615,126852987,"LOC106561867"
1,126855910,126881504,"LOC106561883"
1,126880754,126915039,"LOC106561873"
1,127335501,127542207,"LOC106561104"
1,12757830,12759099,"LOC123726728"
1,12766170,12795782,"LOC106561476"
1,127822705,127826745,"LOC106562834"
1,127828101,127829602,"LOC106561113"
1,127833153,127835022,"srp19"
1,127840878,127898317,"LOC106561897"
1,127902309,128000954,"LOC106561913"
1,128015698,128026675,"LOC106561919"
1,128029914,128056479,"LOC106561920"
1,128057470,128072469,"LOC100194848"
1,128106302,128110583,"LOC106561946"
1,128145889,128161072,"LOC106561955"
1,128170072,128176138,"LOC106561951"
1,128220199,128225321,"LOC106561968"
1,128246797,128252132,"LOC106561975"
1,128260107,128268063,"LOC106561982"
1,12827174,12832115,"LOC106562077"
1,128302375,128306054,"LOC106561989"
1,128313216,128332248,"LOC106561998"
1,12834513,12853376,"ptafr"
1,128380149,128390051,"zgc:73226"
1,128393442,128404207,"LOC123724553"
1,128404449,128444388,"LOC106562020"
1,128450777,128492597,"pcsk5a"
1,128492803,128503927,"bmcc1"
1,128508539,128519757,"LOC106562041"
1,128520438,128528350,"LOC106562028"
1,128530362,128541391,"LOC106562047"
1,128542825,128565345,"LOC106562076"
1,128578319,128602395,"yoy6"
1,128603099,128628163,"LOC106562078"
1,128631503,128652180,"LOC106562085"
1,128658994,128666677,"LOC106562119"
1,128666723,128685250,"tmem232"
1,128684919,128747931,"man2a1"
1,12872913,12939521,"LOC106562166"
1,128751778,128769912,"pja2"
1,128770172,128817632,"fer"
1,128859352,128862291,"LOC106562154"
1,128862065,128873652,"LOC106562139"
1,128904890,128930710,"LOC106562158"
1,129027318,129027395,"trnaa-cgc_1"
1,129033744,129050240,"LOC106562191"
1,129050369,129053685,"LOC123724785"
1,129057254,129060575,"LOC123725548"
1,129071051,129092332,"LOC106562204"
1,129092429,129095201,"LOC106561121"
1,129101650,129110781,"srek1ip1"
1,129110812,129165788,"cwc27"
1,129192778,129288890,"LOC106562225"
1,129294410,129296100,"LOC106562857"
1,129298375,129304819,"LOC106562268"
1,129313946,129327106,"LOC106562309"
1,129331367,129355683,"LOC106562280"
1,129356010,129363673,"LOC106562327"
1,129372436,129376211,"LOC106562340"
1,129376368,129393089,"enoph"
1,129397658,129402790,"LOC106562358"
1,129411385,129413039,"LOC123723736"
1,129413279,129414641,"LOC106562364"
1,12942658,12971969,"LOC106562352"
1,129436766,129464515,"LOC123723970"
1,129465026,129468112,"LOC106561135"
1,129501484,129546822,"LOC106562383"
1,129607788,129629992,"LOC106562392"
1,129639435,129702924,"LOC106562412"
1,129706958,129742959,"LOC106562457"
1,12972983,12984775,"tmem30b"
1,129746101,129748283,"LOC106562472"
1,129749390,129778582,"sbno1"
1,129779292,129795273,"LOC106562505"
1,129821628,129843975,"rilpl1"
1,129842931,129844409,"LOC123725109"
1,129859504,129877105,"LOC106562538"
1,129877260,129886458,"ccdc62"
1,129886672,129894105,"denr"
1,129894316,129897187,"LOC106562568"
1,129918586,129953458,"LOC106561138"
1,129954150,129961972,"LOC106562575"
1,129968302,129987750,"LOC106562583"
1,130000548,130004245,"LOC106562632"
1,130004313,130016222,"LOC106562610"
1,130016263,130020795,"LOC106562623"
1,130021276,130085853,"LOC106562596"
1,130043465,130048996,"LOC106562616"
1,130091048,130175772,"LOC106561151"
1,130115497,130120192,"LOC106562653"
1,130176509,130193595,"LOC106562676"
1,130193678,130218093,"LOC106562660"
1,130217822,130229127,"LOC106562673"
1,130241385,130261589,"LOC106562691"
1,130261875,130275325,"LOC106562702"
1,13027547,13070740,"LOC106562880"
1,130276615,130292768,"LOC106562714"
1,130293010,130336490,"pi4kaa"
1,130348345,130361652,"LOC106562732"
1,130366967,130372443,"LOC106562742"
1,130375234,130381735,"ckmt2"
1,130382058,130458831,"LOC106561157"
1,130462340,130466838,"LOC123725551"
1,130471656,130505594,"LOC106563280"
1,130473066,130474381,"LOC106563401"
1,130505697,130509694,"LOC106563398"
1,130533218,130542384,"dema"
1,130542466,130571398,"pp2bc"
1,130583035,130585580,"LOC106563402"
1,130591460,130595969,"spp1"
1,130629654,130634740,"LOC106563404"
1,130637180,130662458,"LOC106563413"
1,130665591,130681653,"vldlr"
1,130686435,130690226,"LOC106563439"
1,130691383,130707887,"pum3"
1,130707847,130717941,"carm1l"
1,130718583,130719571,"hsp30"
1,130720552,130721528,"LOC106598765"
1,130722315,130723194,"LOC106600230"
1,130724137,130725126,"LOC106598773"
1,130726013,130726926,"LOC123725562"
1,130727853,130728721,"LOC123725567"
1,130729644,130730616,"LOC123725134"
1,130731481,130732414,"LOC123725133"
1,130733412,130734306,"LOC123725135"
1,130735380,130736384,"LOC106599147"
1,130737384,130738360,"LOC106563452"
1,130739121,130740631,"LOC106563459"
1,130741027,130741989,"LOC106563467"
1,130746243,130865586,"LOC106563476"
1,130875508,130882044,"LOC106563492"
1,130942250,130950809,"LOC123725137"
1,130971381,130984348,"LOC123725138"
1,130984491,130999928,"LOC106563528"
1,131048478,131062242,"LOC106563511"
1,131065066,131070707,"LOC106563502"
1,131088135,131089727,"LOC106563288"
1,131094863,131110608,"LOC106563547"
1,131117079,131118447,"LOC106563557"
1,131121329,131131659,"LOC106563559"
1,131157375,131188055,"LOC106563293"
1,131242833,131261855,"fgf10a"
1,131330980,131375780,"rai14"
1,131382752,131386715,"gzma"
1,131391984,131394058,"rxfp3"
1,131398604,131423988,"slc45a2"
1,131424852,131476656,"amacr"
1,131506910,131514170,"btc"
1,131515951,131520096,"LOC106563297"
1,131520197,131527356,"LOC106563622"
1,131531240,131539303,"helq"
1,131539295,131544810,"mrps18c"
1,131546708,131550249,"abraxas1"
1,131550162,131560533,"gpat3"
1,131596566,131600376,"LOC123725149"
1,131670542,131680701,"LOC123725150"
1,131689262,131694221,"nkx6.1"
1,131709258,131715572,"rpl17"
1,131709426,131709495,"LOC123726810"
1,131713894,131713963,"LOC123726811"
1,131714799,131714868,"LOC123726812"
1,131720244,131752190,"LOC106563686"
1,131753898,131756674,"LOC106563692"
1,131759818,131766024,"LOC106563715"
1,131784522,131810594,"lmbrd2b"
1,131813303,131818786,"LOC106563770"
1,131818688,131832590,"LOC106563758"
1,131839106,131921974,"myo5b"
1,131925638,131929977,"cfap53"
1,131936296,131945532,"LOC106563802"
1,131952829,131978909,"LOC106563815"
1,131981955,131989751,"skp2"
1,131991000,132002630,"nadk2"
1,132018480,132038288,"LOC106563114"
1,132050364,132062605,"LOC106563909"
1,132064049,132112213,"LOC106563887"
1,132113338,132134192,"LOC106563918"
1,132137287,132138731,"LOC106563304"
1,132139262,132157088,"LOC106563940"
1,132161290,132178763,"LOC106563309"
1,132179026,132190632,"LOC106563315"
1,132192766,132199093,"LOC106565786"
1,132224483,132228599,"LOC106563975"
1,132230526,132246951,"smad4a"
1,132247189,132313389,"LOC106563985"
1,132315737,132350592,"LOC106564006"
1,132480351,132651030,"unc5cb"
1,132653773,132763906,"LOC106564072"
1,132764493,132837379,"pdlim5b"
1,132857253,132921311,"opn4xa"
1,13285804,13295369,"LOC106562977"
1,132954110,132962853,"LOC106564097"
1,13295705,13300433,"rpl13a"
1,13296079,13296160,"LOC123726809"
1,132962400,132973813,"LOC106564089"
1,13297915,13297986,"LOC123726819"
1,13298391,13298472,"LOC123726808"
1,133005413,133017310,"LOC106564161"
1,13301484,13303509,"atp5if1b"
1,133019350,133105645,"LOC106564152"
1,13308029,13314190,"zmpste24"
1,133105866,133135233,"cplane1"
1,133135341,133142958,"pgam5"
1,133142900,133152456,"LOC106564143"
1,133164648,133202971,"LOC106564165"
1,13318523,13319664,"dylt1"
1,133213409,133219658,"LOC106565790"
1,13321626,13334611,"rlf"
1,133219950,133247408,"LOC106564195"
1,133247291,133268382,"sgsm1b"
1,133268510,133269735,"triap1"
1,133269920,133277018,"srsf9"
1,133272547,133281679,"LOC106564238"
1,133454028,133454082,"LOC123726797"
1,133522954,133558516,"LOC106564246"
1,13354010,13355668,"znf593"
1,13359658,13366991,"selenon"
1,133615159,133631112,"LOC106564257"
1,133637653,133644199,"LOC106564266"
1,133650404,133651698,"LOC106564283"
1,133662963,133667865,"zmat5"
1,13366302,13396179,"si:ch211-15d5.11"
1,133678451,133709243,"cabp7b"
1,133790905,133811946,"tescb"
1,133823509,133827070,"m17"
1,133837469,133843450,"taok3b"
1,133856798,133858442,"LOC100196153"
1,133878067,133899711,"LOC106564357"
1,133910108,133939548,"LOC106564312"
1,133940167,133949004,"LOC106564472"
1,133948992,133963394,"myo1hb"
1,13396611,13407612,"mtfr1l"
1,133966946,133973570,"LOC106564405"
1,133973945,133984174,"LOC106564371"
1,133993260,134017188,"LOC106564343"
1,134024048,134043079,"cor1c"
1,134065421,134070382,"LOC106564485"
1,134070696,134089543,"LOC106564518"
1,134099346,134101604,"LOC106564465"
1,134102203,134105533,"LOC123728448"
1,134107495,134112771,"rnf185"
1,134111824,134114837,"LOC106564493"
1,134128777,134135382,"LOC106564444"
1,134135373,134136865,"LOC106564460"
1,134137473,134155137,"LOC106564385"
1,134156769,134162500,"car15"
1,134164178,134187686,"setd1ba"
1,134187249,134195760,"rhof"
1,134199624,134208357,"LOC106564569"
1,134208333,134214898,"morn3"
1,134217982,134219704,"LOC106564585"
1,134230852,134237815,"LOC106563323"
1,134237916,134287794,"LOC106564592"
1,134287963,134313170,"LOC106564650"
1,134373807,134424229,"lrrc75bb"
1,134430967,134441210,"ggt1b"
1,134443836,134452921,"ggt5"
1,134463356,134484148,"LOC106564675"
1,134500828,134502274,"LOC106563329"
1,134513631,134523798,"LOC106563338"
1,134544464,134571819,"LOC106564684"
1,134572568,134575670,"brf2"
1,134592438,134599267,"LOC106565816"
1,134624406,134631955,"anxa4"
1,134632087,134664386,"LOC106564698"
1,134633960,134634029,"trnas-uga"
1,134672040,134705277,"LOC106564752"
1,13468235,13513539,"stac"
1,134714436,134716718,"LOC106565823"
1,134732852,134751780,"LOC106563347"
1,134752690,134764163,"LOC106564755"
1,134769911,134773602,"LOC106565832"
1,134789430,134807531,"LOC106564765"
1,134841732,134847006,"LOC106564767"
1,134854715,134887832,"LOC106564772"
1,134894171,134914283,"LOC106564777"
1,134937038,134939307,"LOC106564789"
1,134955438,134957199,"LOC106565840"
1,134958576,134969895,"LOC106564794"
1,134989260,135015610,"LOC106564805"
1,135023091,135043113,"LOC106564816"
1,135047542,135060896,"LOC100194678"
1,135062285,135085428,"LOC106564838"
1,135102482,135114077,"LOC106564841"
1,135114262,135119543,"LOC106564846"
1,135136784,135142342,"LOC106564853"
1,135144203,135165523,"LOC106564861"
1,135167761,135179984,"snx24"
1,135180403,135194632,"LOC106564883"
1,135194709,135202095,"LOC106564898"
1,135202197,135203777,"LOC106564906"
1,135203735,135209133,"LOC106564891"
1,135217522,135230644,"LOC106564912"
1,135239468,135258308,"LOC100380539"
1,135266993,135270629,"drg1"
1,135271421,135302537,"kcnn2"
1,135305267,135315962,"LOC106565060"
1,135321408,135324527,"ska1"
1,135325897,135327231,"slc2a11l"
1,135331803,135346151,"LOC106564999"
1,135360535,135389582,"sppl3"
1,135405404,135470582,"rab36"
1,13541129,13552775,"LOC106564353"
1,135474364,135503249,"depdc5"
1,135507252,135510190,"ywhah"
1,135518664,135530219,"slc5a1"
1,135534350,135545538,"rnf208"
1,135549108,135557226,"si:dkey-106l3.7"
1,135560894,135561737,"LOC106565085"
1,135561423,135565387,"fam166b"
1,135565962,135599704,"LOC106565078"
1,135599918,135619620,"atp8b5b"
1,135627801,135659800,"LOC106565090"
1,135676323,135730891,"LOC123725363"
1,135732586,135748198,"stml2"
1,135749739,135762527,"pigo"
1,135771289,135772632,"LOC106565855"
1,13578949,13581106,"nkl"
1,135810687,135837557,"LOC106565165"
1,13584370,13589373,"LOC123741604"
1,135844097,135861096,"prkab1a"
1,135871205,135874821,"LOC106565196"
1,13593210,13596464,"LOC123741605"
1,13601453,13621021,"LOC106564204"
1,136036527,136178087,"LOC106565209"
1,13674949,13676267,"LOC106561598"
1,136790316,136805135,"ppp2r2ab"
1,136806042,136823242,"LOC100194666"
1,136837299,136862827,"LOC106565238"
1,136873193,136884629,"adra1ab"
1,136897422,136906719,"tmem230a"
1,136907993,136938839,"igsf9a"
1,137022350,137025628,"LOC106563367"
1,137100957,137115480,"LOC106565862"
1,137117283,137186085,"LOC106565278"
1,137186060,137231955,"si:ch211-127i16.2"
1,137233053,137241844,"vsig8a"
1,137252996,137470934,"LOC106565324"
1,137254023,137256411,"LOC123725393"
1,137473906,137485765,"LOC106565369"
1,137486452,137520374,"LOC106565418"
